Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Homage","Mild High Club","Skiptracing","Bestest","Playlist","US2S71673002","7DcJ6fEBb7BaKuYKTwiDxK"
"fly me to the moon","Nursena Yener","fly me to the moon","Bestest","Playlist","QZNWW2492072","3LzdSqP30ogrGS6QIdRUAs"
"Solo (feat. Demi Lovato)","Clean Bandit","What Is Love? (Deluxe Edition)","Bestest","Playlist","GBAHS1800328","3NuK5xMlSlB6K2Qp16zf3h"
"Say My Name","David Guetta","7: Anniversary Edition","Bestest","Playlist","GB28K1800089","4wqIXeDppYSMXaWsnTzpzT"
"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","Late Night Feelings","Bestest","Playlist","GBARL1801571","02dRkCEc8Q5ch4TTcnLxOn"
"Situation - 2008 Remaster","Yazoo","In Your Room","Bestest","Playlist","GBAJH0800147","7Adxt6GqSVRjvWQ83SM49j"
"Breakeven","The Script","The Script","Bestest","Playlist","GBARL0800147","285hMzLhJwHVLe9QT9qilk"
"Video Killed The Radio Star","The Buggles","The Age Of Plastic","Bestest","Playlist","GBAAN7900013","7o7E1nrHWncYY7PY94gCiX"
"The Drum","Alan Walker","The Drum","Bestest","Playlist","NOG842205010","1zOOl8f7qkjj0AmvlCfLyQ"
"Smooth Operator - 2011 Remastered","Sade","The Ultimate Collection","Bestest","Playlist","GBARL1100319","28XDE6yXI6Bp4U3nLSGqzp"
"Dancin - Krono Remix","Aaron Smith","Ibiza 2019","Bestest","Playlist","GBWUL1901086","4IlqQhaxrGPxmg35YcXXuS"
"Making Love Out of Nothing at All","Air Supply","All Out Of Love","Bestest","Playlist","USAR18300001","01MXkFA8sL7at6txavDErt"
"Dancing Queen","ABBA","Arrival","Bestest","Playlist","SEAYD7601020","0GjEhVFGZW8afUYGChu3Rr"
"Eastside (with Halsey & Khalid)","benny blanco","Eastside (with Halsey & Khalid)","Bestest","Playlist","USUM71809132","0d2iYfpKoM0QCKvcLCkBao"
"Bloody Mary","Lady Gaga","Born This Way (International Special Edition Version)","Bestest","Playlist","USUM71106449","53jnnqFSRGMDB9ADrNriCA"
"Smooth (feat. Rob Thomas)","Santana","Supernatural (Remastered)","Bestest","Playlist","USAR19900033","0n2SEXB2qoRQg171q7XqeW"
"La lecon particuliere","Francis Lai","La Lecon Particuliere - Poetic Rizz","Bestest","Playlist","CH1956980330","1MDy1pR75sPtgFcUzP407o"
"Sharks","Imagine Dragons","Sharks","Bestest","Playlist","USUM72205464","0TyUOnU4H4GLqOcrH0auc8"
"Can't Take My Eyes Off of You - Black Box Mix","Gloria Gaynor","Gloria Gaynor '90 (All New Versions)","Bestest","Playlist","ITQ039000016","1ip1ULxxvAzaqH3VqKObdu"
"Back To Black","Amy Winehouse","Back To Black","Bestest","Playlist","GBUM70604698","30FURVTCpbKyykjSEQzGkH"
"Dirty Diana","Michael Jackson","Number Ones","Bestest","Playlist","USSM19909072","6JZYMxvcoeLD4IifJPvDux"
"Only Girl (In The World)","Rihanna","Loud","Bestest","Playlist","USUM71023200","0AH6WMe3OlAlUb5miXt2FQ"
"All Star","Smash Mouth","Astro Lounge","Bestest","Playlist","USIR19902220","3cfOd4CMv2snFaKAnMdnvK"
"Me and the Devil","Soap&Skin","Sugarbread","Bestest","Playlist","BEP011300085","0wrWxW18WK2MkrfDpRHkyh"
"You're Fucked","Ylvis","Stories From Norway: Northug","Bestest","Playlist","NOUM71800065","2dOwL7OS1lMfAL0il4y2Wx"
"Empire State Of Mind","JAY-Z","The Blueprint 3","Bestest","Playlist","USJZ10900031","2igwFfvr1OAGX9SKDCPBwO"
"West Coast","OneRepublic","West Coast","Bestest","Playlist","USUM72202540","0sBJA2OCEECMs0HsdIQhvR"
"I Lived","OneRepublic","Native","Bestest","Playlist","USUM71301307","3IQF4xCQUPicbA4hWfTxPo"
"Forever Young","Alphaville","Forever Young","Bestest","Playlist","DEA629260150","4S1VYqwfkLit9mKVY3MXoo"
"Send Me An Angel","Real Life","Heartland","Bestest","Playlist","USCRB1109415","3HCDGtLZabH3umLgwCBpDB"
"Send Me An Angel '89","Real Life","Send Me An Angel (Remixes)","Bestest","Playlist","USCRB0100920","2In9NTd9ViB00YylFoiOPP"
"Starships","Nicki Minaj","Pink Friday ... Roman Reloaded (Deluxe Edition)","Bestest","Playlist","USCM51200060","1UgW0l9aia2l4SjQSGwF2q"
"Feel This Moment (feat. Christina Aguilera)","Pitbull","Global Warming: Meltdown (Deluxe Version)","Bestest","Playlist","USRC11201328","0Hf4aIJpsN4Os2f0y0VqWl"
"Tattoo","Loreen","Tattoo","Bestest","Playlist","SEUM72201638","1DmW5Ep6ywYwxc2HMT5BG6"
"Dragostea din tei","O-Zone","DiscO-Zone","Bestest","Playlist","ROMSA0600487","52Zr0sinhWTCRrQhRRY4EP"
"The Show Must Go On - Remastered 2011","Queen","Innuendo (2011 Remaster)","Bestest","Playlist","GBUM71106221","5n6RDaGFSN88oRWuGtYAIN"
"Don't Stop Me Now - Remastered 2011","Queen","Jazz (2011 Remaster)","Bestest","Playlist","GBUM71029610","5T8EDUDqKcs6OSOwEsfqG7"
"My Heart Is Refusing Me","Loreen","Heal","Bestest","Playlist","SEPQA1201797","0sg9jTiFokw2U15qGK7wPK"
"Physical","Dua Lipa","Future Nostalgia","Bestest","Playlist","GBAHT1901298","3AzjcOeAmA57TIOr9zF1ZW"
"Music Sounds Better With You","Stardust","Music Sounds Better With You","Bestest","Playlist","FR11Q9800000","303ccTay2FiDTZ9fZ2AdBt"
"Ain't No Rest for the Wicked","Cage The Elephant","Cage The Elephant (Expanded Edition)","Bestest","Playlist","USJI10900260","3Pzh926pXggbMe2ZpXyMV7"
"Rather Be (feat. Jess Glynne)","Clean Bandit","New Eyes","Bestest","Playlist","GBAHS1300498","61dCUoMCg28qEBzrW6htYM"
"Lovers on the Sun (feat. Sam Martin)","David Guetta","Listen","Bestest","Playlist","GB28K1400016","2rgtCOVK2tpfao2VjURn84"
